"Datenmodell","Kategorie","Tabellenname","Datenfeldname","Datenfeldbezeichnung","Beschreibung","Anmerkung","Datentyp","Anzahl Stellen","Muss / Kann","NULL-/ NA-Werte","Min","Max","Ausprägungen","Verfügbare BJ","DM 1","DM 2","DM 3","BJ 2009","BJ 2010","BJ 2011","BJ 2012","BJ 2013","BJ 2014","BJ 2015","BJ 2016","BJ 2017","BJ 2018","BJ 2019","BJ 2020","BJ 2021","BJ 2022"
"DM1+2","Ambulante Fälle","SA651","SA651_ICD_CODE","ambulante Diagnose","ICD 10 GM Code ohne Punktnotation und Sonderzeichen","","Varchar2","7","K","TRUE","","","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Ambulante Fälle","SA651","SA651_ICD_ZUSATZ","ambulante Diagnose Sonderzeichen","ICD Sonderzeichen","","Char","1","K","TRUE","","","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Ambulante Fälle","SA651","SA651_QUALIFIZIERUNG","Qualifizierung","V = Verdachtsdiagnose Z = Zustand nach betreffender Diagnose A = ausgeschlossene DiagnoseG = gesicherte Diagnose 0 = sonst","","Char","1","K","TRUE","","","V = Verdachtsdiagnose;
  Z = Zustand nach betreffender Diagnose;
  A = ausgeschlossene Diagnose;
  G = gesicherte Diagnose; 
  0 = sonst","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Ambulante Fälle","SA651","SA651_LOKALISATION","Lokalisation","1 = beidseitige | 0 = sonst","","numerisch","1","K","TRUE","0","1","1 = beidseitig;
  0 = sonst","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Ambulante Fälle","SA651","SA651_ABRECHNUNGSWEG","Abrechnungsweg","Diagnose gemäß § 295 Abs.1 SGB 5 1 = Diagnose gem. § 295 SGB V2 = Diagnose aus ambulanter Behandlung im Krankenhaus3 = sonstiges","","numerisch","1","K","TRUE","1","3","1 = Diagnose gem. § 295 SGB V;
  2 = Diagnose aus ambulanter; Behandlung
  im Krankenhaus;
  3 = sonstiges","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_SATZART","Satzart","konstant 751","","numerisch","3","M","FALSE","","","751","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_AUSGLEICHSJAHR","Ausgleichsjahr","JJJJ","","numerisch","4","M","FALSE","1900","2500","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_BERICHTSJAHR","Berichtsjahr","JJJJ","","numerisch","4","M","FALSE","1900","2500","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_VSID","Einjähriges Pseudonym","Versicherten-ID zum Ausgleichjahr bzw. Berichtjahr (Pseudonym). Dient zur Verknüpfung zwischen Tabellen innerhalb eines Berichtsjahres.","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","numerisch","9","M","FALSE","","","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_PSID","Überjähriges Pseudonym","Überjährige Versicherten-ID (Pseudonym) zur Verknüpfung gleicher Personen zwischen Tabellen (ein- und überjährig).","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary(32); alt: CHAR(19)","32","M","FALSE","","","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_AERZTE","Jährliche Leistungsausgaben Ärzte","Ausgaben auf Eurobeträge gerundet","","numerisch","14","K","TRUE","-999999999","999999999","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_ZAHNAERZTE","Jährliche Leistungsausgaben Zahnärzte","Ausgaben auf Eurobeträge gerundet","","numerisch","14","K","TRUE","-999999999","999999999","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_APOTHEKEN","Jährliche Leistungsausgaben Apotheken","Ausgaben auf Eurobeträge gerundet","","numerisch","14","K","TRUE","-999999999","999999999","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_KRANKENHAEUSER","Jährliche Leistungsausgaben Krankhäuser","Ausgaben auf Eurobeträge gerundet","","numerisch","14","K","TRUE","-999999999","999999999","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_SONSTIGELA","Sonstige jährliche Leistungsausgaben (LINK)","Ausgaben auf Eurobeträge gerundet","","numerisch","14","K","TRUE","-999999999","999999999","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_SACHKOSTENDIALYSE","Jährliche Kosten Sachkostendialyse","Ausgaben auf Eurobeträge gerundet","","numerisch","14","K","TRUE","-999999999","999999999","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Leistungsausgaben","SA751","SA751_KRANKENGELD","Jährliches Krankengeld","Ausgaben auf Eurobeträge gerundet","","numerisch","14","K","TRUE","-999999999","999999999","","2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA951","SA951_AUSGLEICHSJAHR","Ausgleichsjahr","JJJJ","","numerisch","4","M","FALSE","1900","2500","","2009, 2010, 2011, 2012, 2013, 2014, 2015","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA951","SA951_VSID","Einjähriges Pseudonym","Versicherten-ID zum Ausgleichjahr bzw. Berichtjahr (Pseudonym). Dient zur Verknüpfung zwischen Tabellen innerhalb eines Berichtsjahres.","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","numerisch","9","M","FALSE","","","","2009, 2010, 2011, 2012, 2013, 2014, 2015","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA951","SA951_PSID","Überjähriges Pseudonym","Überjährige Versicherten-ID (Pseudonym) zur Verknüpfung gleicher Personen zwischen Tabellen (ein- und überjährig).","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary(32); alt: CHAR(19)","32","M","FALSE","","","","2009, 2010, 2011, 2012, 2013, 2014, 2015","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA951","SA951_BETRIEBSNUMMER","Betriebsnummer","Betriebsnummer der Krankenkasse","","numerisch","8","M","FALSE","","","","2009, 2010, 2011, 2012, 2013, 2014, 2015","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA999","SA999_SATZART","Satzart","konstant 999","","numerisch","3","M","FALSE","","","999","2009, 2010","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA999","SA999_AUSGLEICHSJAHR","Ausgleichsjahr","JJJJ","","numerisch","4","M","FALSE","1900","2500","","2009, 2010","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA999","SA999_BERICHTSJAHR","Berichtsjahr","JJJJ","","numerisch","4","M","FALSE","1900","2500","","2009, 2010","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA999","SA999_GS","Amtlicher Gemeindeschlüssel","","","numerisch","5","M","FALSE","","","0 = Ausland;
  99999 = nicht zuordnungsfähig","2009, 2010","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA999","SA999_PSID","Überjähriges Pseudonym","Überjährige Versicherten-ID (Pseudonym) zur Verknüpfung gleicher Personen zwischen Tabellen (ein- und überjährig).","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary(32); alt: CHAR(19)","32","M","FALSE","","","","2009, 2010","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA999","SA999_GS_LAND","Amtlicher Gemeindeschlüssel, Bundesland","Amtlicher Gemeindeschlüssel, Bundesland","","numerisch","2","M","FALSE","","","","2009, 2010","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA999","SA999_GS_RB","Amtlicher Gemeindeschlüssel, Regierungsbezirk","Amtlicher Gemeindeschlüssel, Regierungsbezirk","","numerisch","1","M","FALSE","","","","2009, 2010","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA999","SA999_GS_KREIS","Amtlicher Gemeindeschlüssel, Kreis","Amtlicher Gemeindeschlüssel, Kreis","","numerisch","2","M","FALSE","","","","2009, 2010","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA131","SA131_SATZART","Satzart","konstant 131","","numerisch","3","M","FALSE","","","131","2016, 2017, 2018","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA131","SA131_SCHLUESSELJAHR","Schlüsseljahr","Besonderheit:SA131_SCHLUESSELJAHR=-2 Hintergrund:Zeitliche Abläufe im Verfahren zur Bereitstellung der MorbiRSA Daten.","","numerisch","4","M","FALSE","1900","2500","","2016, 2017, 2018","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA131","SA131_BERICHTSJAHR","Berichtsjahr","Wert SA131_BERICHTSJAHR= AUSGLEICHSJAHR_","","numerisch","4","M","FALSE","1900","2500","","2016, 2017, 2018","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA131","SA131_PSID","Überjähriges Pseudonym","Überjährige Versicherten-ID (Pseudonym)","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary(32); alt: CHAR(19)","32","M","FALSE","","","","2016, 2017, 2018","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM1+2","Versicherte","SA131","SA131_VSID","Einjähriges Pseudonym","Versicherten-ID zum Ausgleichsjahr bzw. Berichtjahr (Pseudonym)","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","","","M","","","","","","","","","","","","","","","","","","","","","",""
"DM1+2","Versicherte","SA131","SA131_PLZ","Postleitzahl","Postleitzahl","","numerisch","5","M","FALSE","","","","2016, 2017, 2018","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"DM3","Versicherte","VERS","VSID","Einjähriges Pseudonym / Arbeitsnummer des Versicherten","Versicherten-ID zum Berichtjahr (Pseudonym). Dient zur Verknüpfung zwischen Tabellen innerhalb eines Berichtsjahres. Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt.","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","numerisch","9","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERS","BNR","Betriebsnummer","Betriebsnummer der Krankenkasse des Versicherten","","alphanum.","8","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERS","PSID","Periodenübergreifendes Pseudonym","Überjährige Versicherten-ID (Pseudonym). Dient zur Verknüpfung zwischen Tabellen (ein- und überjährig).","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary","32","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERS","DATENMODELL","","Die Daten sind in Abhängigkeit der Berichtsjahre auf unterschiedliche Datenmodelle aufgeteilt. Nicht alle Daten sind in allen Datenmodellen und für alle Berichtsjahre verfügbar oder haben je nach Datenmodell unterschiedliche Spaltennamen.","","numerisch","1","M","FALSE","1","3","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERS","BJAHR","Berichtsjahr","Berichtsjahr, zu dem die Lieferung gehört, im Format JJJJ","","numerisch","4","M","FALSE","1900","2500","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERS","GEBJAHR","Geburtsjahr","Geburtsjahr des Versicherten. Format JJJJ","","numerisch","4","M","FALSE","1800","2500","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERS","PLZ","Postleitzahl","Postleitzahl des Wohnortes des Versicherten zum Zeitpunkt des Datenabzugs. Den Zeitpunkt des Datenabzugs bestimmt dabei jede Krankenkasse selbst.","Aufgrund von Fehlern in den Daten wurde ein erweiterter Datentyp gewählt.","alphanum.","5","M","FALSE","","","""00000"" für Wohnausländer","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERS","VITALSTATUS","Vitalstatus","Vitalstatus des Versicherten.","","numerisch","1","M","FALSE","0","1","0 = in diesem Jahr nicht verstorben;
  1 = in diesem Jahr verstorben","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERS","STERBEDAT","Datum des Sterbetages","Falls VITALSTATUS = 1, Datum des Sterbetages im Format JJJJMMTT","","numerisch","8","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","VSID","Einjähriges Pseudonym / Arbeitsnummer des Versicherten","Versicherten-ID zum Berichtjahr (Pseudonym). Dient zur Verknüpfung zwischen Tabellen innerhalb eines Berichtsjahres. Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt.","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","numerisch","9","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","PSID","Periodenübergreifendes Pseudonym","Überjährige Versicherten-ID (Pseudonym). Dient zur Verknüpfung zwischen Tabellen (ein- und überjährig).","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary","32","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","DATENMODELL","","Die Daten sind in Abhängigkeit der Berichtsjahre auf unterschiedliche Datenmodelle aufgeteilt. Nicht alle Daten sind in allen Datenmodellen und für alle Berichtsjahre verfügbar oder haben je nach Datenmodell unterschiedliche Spaltennamen.","","numerisch","1","M","FALSE","1","3","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","BJAHR","Berichtsjahr","Berichtsjahr, zu dem die Lieferung gehört, im Format JJJJ","","numerisch","4","M","FALSE","1900","2500","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","BNR","Betriebsnummer","Betriebsnummer der Krankenkasse des Versicherten","","alphanum.","8","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","VERSQ","Versichertenquartal des Berichtsjahres","Format JJJJQ","","numerisch","5","M","FALSE","….1","….4","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","GESCHLECHT","Geschlecht","Geschlecht der versicherten Person. Bei Veränderungen innerhalb des Quartals die jüngste Angabe","","numerisch","1","M","FALSE","1","4","1 = weiblich;
  2 = männlich;
  3 = fehlende Geschlechtsangabe gemäß § 30 Abs. 1 Satz Nr. 1 RSAV;
 4 = divers gemäß § 22 Abs. 3 PStG","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","VERSTAGE","Anzahl Versichertentage","Anzahl der Versichertentage im Quartal","","numerisch","1..2","M","FALSE","1","92","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","VERSTAGEAUSL","Anzahl Versichertentage mit Wohnsitz im Ausland","Anzahl Versichertentage im Quartal mit Wohnsitz im Ausland","","numerisch","1..2","M","FALSE","0","92","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","VERSSTATUS","Versichertenstatus gemäß KM 1","Versichertenstatus gemäß KM 1 des Berichtsquartals, bei Änderungen der jeweils letzte Status des Berichtsquartals. Die Davonschlüsselnummern der KM 1 sind hierbei nicht zu berücksichtigen. Kann technisch kein KM 1-Versichertenstatus für das Quartal ermittelt werden, ist die 99999 zu melden.","Codierung siehe https://www.bundesgesundheitsministerium.de/themen/krankenversicherung/zahlen-und-fakten-zur-krankenversicherung/mitglieder-und-versicherte.html","numerisch","5","M","FALSE","10010","99999","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","VERSTAGEKG","Anzahl Versichertentage mit Krankengeldbezug","Anzahl Versichertentage im Quartal mit Krankengeldbezug gemäß §§ 44 und 45 SGB V","","numerisch","1..2","M","FALSE","0","92","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQ","VERSTAGEKOSTERSTWAHLT","Anzahl Versichertentage mit Kostenerstattung oder Wahltarif","Anzahl Versichertentage im Quartal mit Wahl der Kostenerstattung gemäß § 13 Abs. 2 SGB V oder Mitgliedschaft im einem Wahltarif gemäß § 53 Abs. 4 SGB V","","numerisch","1..2","M","FALSE","0","92","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQDMP","VSID","Einjähriges Pseudonym / Arbeitsnummer des Versicherten","Versicherten-ID zum Berichtjahr (Pseudonym). Dient zur Verknüpfung zwischen Tabellen innerhalb eines Berichtsjahres. Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt.","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","numerisch","9","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
