"Datenmodell","Kategorie","Tabellenname","Datenfeldname","Datenfeldbezeichnung","Beschreibung","Anmerkung","Datentyp","Anzahl Stellen","Min","Max","Ausprägungen","Verfügbare BJ","DM 3","DM 4","BJ 2019","BJ 2020","BJ 2021","BJ 2022","BJ 2023","BJ 2024"
"DM4","Arzneimittel","EZD","REZNR","Rezeptnummer","Technische Fall-ID zur Verknüpfung mit Satzart REZ","Satzart REZ Feld 2","numerisch","1..9","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","EZD","PZNEZD","Pharmazentralnummer","","TA3 Feldposition ZDP-02","alphanum.","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","EZD","ZAEHLER","Zähler","","TA3 Feldposition ZDC-05","numerisch","1..2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","EZD","EINHEIT","Anzahl Einheiten","","TA3 Feldposition ZDC-06","numerisch","1..2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","EZD","FAKTOR","Faktor","","TA3 Feldposition ZDP-04","numerisch","1..6(, 6)","0.000000","999999.999999","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Arzneimittel","EZD","FAKTORKENNZEICHEN","Faktorkennzeichen","eRezept: DAV_PR_ERP_ZusatzdatenEinheit
 lineItem.priceComponent.extension(http://fhir.abda.de/eRezeptAbgabedaten/StructureDefinition/DAV_EX_ERP_Faktorkennzeichen).valueCodableConcept
 Der Wertebereich ist ein CodeSystem
 http://fhir.abda.de/eRezeptAbgabedaten/CodeSystem/DAV-CS-ERP-ZusatzdatenEinheitFaktorkennzeichen","TA3 Feldposition ZDP-03","alphanum.","2","11","99","11 = ""Anteil in Promille: Kennzeichen für verarbeitete Packungen oder Teilmengen von Packungen, Stoffen, Gefäßen oder für Zuschläge""; 
 55 = ""Einzeldosis in Milligramm: Opioidsubstitution Take-Home Verordnung""; 
 57 = ""Einzeldosis in Milligramm: Opioidsubstitution Sichtvergabe""; 
 99 = ""Anteil einer Packung in Promille: Verwurf""","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","ARBNR (bzw: VSID & PSID)","Arbeitsnummer des Versicherten","Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt","Satzart VERS","numerisch","9","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","FALLIDKH","Fall-ID des Krankenhausfalls","Technische Fall-ID zur Verknüpfung mit Satzarten KHFA, KHDIAG, KHORPH, KHPROZ und KHENTG","Durch datenliefernde Stelle erzeugt","numerisch","1..11","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","KHPSEUDO","Pseudonym des Krankenhauses","IK des Absenders","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","KHKLASS","Klassifikation des Krankenhauses","Stellen 1 und 2 des Institutionskennzeichens","Durch Datensammelstelle erzeugt","numerisch","2","","","26 = Krankenhaus","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","KHREGKNZ","Regionalkennzeichen des Krankenhauses","Stellen 3 und 4 des Institutionskennzeichens","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","KHPRUEF","Erfolg der Reproduktion der Prüfsumme des Krankenhauses","1 = korrekt (Prüfsumme = Ziffer 9 des IK)
 0 = nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","0","1","1 = korrekt (Prüfsumme = Ziffer 9 der IK);
 0 = nicht korrekt;
 NULL = Berechnung fehlgeschlagen","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","AUFNDAT","Aufnahmetag","","Anlage 1 Segment AUF Feld 1","alphanum.","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","AUFNGRUND","Aufnahmegrund","Die unterschiedlichen Informationsgehalte der ersten und der letzen beiden Stellen sollen erst zu einem späteren Zeitpunkt berücksichtigt werden.","Anlage 1 Segment AUF Feld 3","alphanum.","4","","","Schlüssel 1
 
 Siehe Anlage 2 https://www.gkv-datenaustausch.de/leistungserbringer/krankenhaeuser/krankenhaeuser.jsp","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","ENTLASSGRUND","Entlassungsgrund","ETL zu Fachteilung Schlüssel 6 nur, wenn nur eine Fachabteilung angegeben ist; sonst nur zu Pseudo-Fachabteilung ""0000""","Anlage 1 Segment ETL Feld 3","alphanum.","3","","","Schlüssel 5
 
 Siehe Anlage 2 https://www.gkv-datenaustausch.de/leistungserbringer/krankenhaeuser/krankenhaeuser.jsp","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","AUFNFA","Aufnehmende Fachabteilung","","Anlage 1 Segment AUF Feld 4","alphanum.","4","","","Schlüssel 6
 
 Siehe Anlage 2 https://www.gkv-datenaustausch.de/leistungserbringer/krankenhaeuser/krankenhaeuser.jsp","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","EINWEISPSEUDO","Pseudonym der einweisenden Person","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","EINWEISFG","Fachgruppe der einweisenden Person","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","EINWEISPRUEF","Erfolg Reproduktion Prüfsumme zur einweisenden Person","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","0","1","1 = korrekt (Prüfsumme = Ziffer 7 der LANR);
 0 = nicht korrekt;
 NULL = Berechnung fehlgeschlagen","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","EINWEISPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur einweisenden Person","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","VERANLASSKHPSEUDO","Pseudonym des veranlassenden Krankenhauses bei Verlegung","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","VERANLASSKHKLASS","Klassifikation des veranlassenden Krankenhauses bei Verlegung","Stellen 1 und 2 des Institutionskennzeichens","Durch Datensammelstelle erzeugt","numerisch","2","","","26 = Krankenhaus","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","VERANLASSKHREGKNZ","Regionalkennzeichen des veranlassenden Krankenhauses bei Verlegung","Stellen 3 und 4 des Institutionskennzeichens","Durch Datensammelstelle erzeugt","numerisch","2","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","VERANLASSKHPRUEF","Erfolg Reproduktion der Prüfsumme zum IK des veranlassenden Krankenhauses","1 = Korrekt (Prüfsumme = Stelle 9 des IK) 
 0 = Nicht korrekt 
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","0","1","1 = korrekt (Prüfsumme = Ziffer 9 der IK);
 0 = nicht korrekt;
 NULL = Berechnung fehlgeschlagen","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","BEATSTD","Beatmungsstunden","","Anlage 1 Segment DAU Feld 6","alphanum.","..4","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFALL","VERANLASSSTELLEPSEUDO","Pseudonym der veranlassenden Stelle bei Notaufnahme","Pseudonym der veranlassenden Stelle bei Notaufnahme durch Gruppenbildung","Durch Datensammelstelle erzeugt","alphanum.","..30","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFA","FALLIDKH","Fall-ID des Krankenhausfalls","Technische Fall-ID zur Verknüpfung mit Satzart KHFALL","Satzart KHFALL Feld 2","numerisch","1..11","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFA","FA","Fachabteilung","Schlüssel 6 oder ""0000"" oder ""0001"" oder ""0002"" oder ""0003“ oder ""0004“","Anlage 1 Segment ETL Feld 4","alphanum.","4","","","Schlüssel 6 oder ""0000"" oder ""0001"" oder ""0002"" oder „0003“ oder „0004“
 
 Siehe Anlage 2 https://www.gkv-datenaustausch.de/leistungserbringer/krankenhaeuser/krankenhaeuser.jsp","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFA","ENTLASSDAT","Entlassungs- oder Verlegungsdatum aus der Fachabteilung","Tag der Entlassung/Verlegung; die Reihenfolge der Fachabteilungsaufenthalte und die Aufnahmetage der Fachabteilung und der Entlassungstag des Falls gesamt werden aus den Daten berechnet. Der Entlassungstag des Falls ist das Entlassungsdatum der letztbehandelnden Fachabteilung.","Anlage 1 Segment ETL Feld 1","alphanum.","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHFA","ENTLASSZEIT","Entlassungs- oder Verlegungsuhrzeit aus der Fachabteilung","Entassungs-/Verlegungsuhrzeit; bei mehreren Fachabteilungsaufenthalten an einem Tag kann die Reihenfolge nur aus der Uhrzeit ermittelt werden.","Anlage 1 Segment ETL Feld 2","alphanum.","4","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHDIAG","FALLIDKH","Fall-ID des Krankenhausfalls","Technische Fall-ID zur Verknüpfung mit Satzart KHFALL","Satzart KHFALL Feld 2","numerisch","1..11","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHDIAG","DIAGART","Art der Diagnose des voll- oder teilstationären Falls","A = Aufnahmediagnose, wenn Ursprung EAD
 H = Hauptdiagnose, wenn Ursprung ETL
 N = Nebendiagnose, wenn Ursprung NDG
 Identische Kombinationen der Felder 2 bis 6 sollen nur einmal geliefert werden.","Durch datenliefernde Stelle erzeugt","alphanum.","1","","","A = Aufnahmediagnose;
 H = Hauptdiagnose;
 N = Nebendiagnose","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHDIAG","ICDKH","Primärdiagnose","Primärdiagnose
 Identische Kombinationen der Felder 2 bis 6 sollen nur einmal geliefert werden.","Anlage 1,
 (A) Segment EAD Feld 1 Diagnoseschlüssel,
 (H) Segment ETL Feld 5 Diagnoseschlüssel
 (N) Segment NDG Feld 1 Diagnoseschlüssel","alphanum.","1..9","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHDIAG","ICDLOKAL","Lokalisation der Primärdiagnose","Primärdiagnose
 Identische Kombinationen der Felder 2 bis 6 sollen nur einmal geliefert werden.","Anlage 1,
 (A) Segment EAD Feld 1 Lokalisation,
 (H) Segment ETL Feld 5 Lokalisation
 (N) Segment NDG Feld 1 Lokalisation","alphabetisch","1","","","Schlüssel 16;
 R = rechts;
 L = links;
 B = beidseitig","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHDIAG","SEKICD","Sekundärdiagnose","Sekundärdiagnose
 Identische Kombinationen der Felder 2 bis 6 sollen nur einmal geliefert werden.","Anlage 1,
 (A) Segment EAD Feld 2 Diagnoseschlüssel,
 (H) Segment ETL Feld 6 Diagnoseschlüssel
 (N) Segment NDG Feld 2 Diagnoseschlüssel","alphanum.","..9","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHDIAG","SEKICDLOKAL","Lokalisation der Sekundärdiagnose","Sekundärdiagnose
 Identische Kombinationen der Felder 2 bis 6 sollen nur einmal geliefert werden.","Anlage 1,
 (A) Segment EAD Feld 2 Lokalisation,
 (H) Segment ETL Feld 6 Lokalisation
 (N) Segment NDG Feld 2 Lokalisation","alphabetisch","1","","","Schlüssel 16;
 R = rechts;
 L = links;
 B = beidseitig","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHORPH","FALLIDKH","Fall-ID des Krankenhausfalls","Technische Fall-ID zur Verknüpfung mit Satzart KHFALL","Satzart KHFALL Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-stationär","KHORPH","ORPHKN","Orpha-Kennnummer","Diagnosebezeichnung von Seltenen Erkrankungen (SE)","Anlage 1 Segment OKN Feld 1","alphanum.","..6","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-stationär","KHPROZ","FALLIDKH","Fall-ID des Krankenhausfalls","Technische Fall-ID zur Verknüpfung mit Satzart KHFALL","Satzart KHFALL Feld 2","numerisch","1..11","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHPROZ","PROZ","Prozedurenschlüssel","OPS-Kode der Operation gemäß DIMDI-Schlüssel; wie in der Abrechnung enthalten inkl. aller Sonderzeichen","Anlage 1 Segment FAB Feld 7 Prozedurenschlüssel","alphanum.","1..11","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHPROZ","PROZDAT","Prozedurendatum","Operationstag","Anlage 1 Segment FAB Feld 6","alphanum.","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHPROZ","PROZLOKAL","Prozedurenlokalisation","","Anlage 1 Segment FAB Feld 7 Lokalisation","alphanum.","1","","","Schlüssel 16;
 R = rechts;
 L = links;
 B = beidseitig","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHENTG","FALLIDKH","Fall-ID des Krankenhausfalls","Technische Fall-ID zur Verknüpfung mit Satzart KHFALL","Satzart KHFALL Feld 2","numerisch","1..11","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHENTG","ENTGART","Entgeltart","Einschließlich Entgeltschlüssel für die DRG- / PEPP-Fallpauschalen, selektivvertragliche Entgelte, nach §7 Abs. 1 KHEntgG für Pflegeleistungen abgerechneten Entgelte, Entgelte nach BPflV und Entgelte zu ambulanten Leistungen und Einzelvergütung mit Erläuterung.
 Bei DRG-Fallpauschalen ist zu beachten, dass für ein gesundes Neugeborenes ein eigener Fall mit dem Aufnahmegrund '0601' an die Krankenkasse der Mutter zu übermitteln ist; im Feld 'Krankenversicherten-Nr.' ist die Nummer der Mutter anzugeben (vgl. Anlage 5 Punkt 1.4.1.1 zur § 301-Vereinbarung).","Anlage 1 Segment ENT Feld 1","alphanum.","8","","","Schlüssel 4","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHENTG","ENTGBETRAG","Entgeltbetrag","","Anlage 1 Segment ENT Feld 2","numerisch","1..8(,2)","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHENTG","ABRVONDAT","Abrechnung von","","Anlage 1 Segment ENT Feld 3","alphanum.","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHENTG","ABRBISDAT","Abrechnung bis","","Anlage 1 Segment ENT Feld 4","alphanum.","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHENTG","ENTGZAHL","Anzahl der Entgelte","Entgeltanzahl","Anlage 1 Segment ENT Feld 5","numerisch","1..5","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-stationär","KHENTG","TAGEOBE","Tage ohne Berechnung / Behandlung","","Anlage 1 Segment ENT Feld 6","numerisch","..3","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","ARBNR (bzw: VSID & PSID)","Arbeitsnummer des Versicherten","Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt","Satzart VERS Feld 1","numerisch","9","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","FALLIDAMBO","Fall-ID des ambulanten Krankenhausfalls","Technische Fall-ID zur Verknüpfung mit Satzarten AMBODIAG, AMBOLEIST, AMBOLEISTART, AMBOOPS und AMBOEZV","Durch datenliefernde Stelle erzeugt","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","VERARBKNZ","Verarbeitungskennzeichen","Schlüssel 9","Anlage 1 Segment FKT Feld 1","alphanum.","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","KHPSEUDO","Pseudonym des Krankenhauses","IK des Krankenhauses","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","KHKLASS","Klassifikation des Krankenhauses","Stellen 1 und 2 des Institutionskennzeichens","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","KHREGKNZ","Regionalkennzeichen des Krankenhauses","Stellen 3 und 4 des Institutionskennzeichens","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","KHPRUEF","Erfolg der Reproduktion der Prüfsumme des Krankenhauses","1 = Korrekt (Prüfsumme = Ziffer 9 des IK)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","SVNR","Vertragsnummer des Selektivvertrags","Vertragsnummer des Selektivvertrags bei selektivvertraglicher Versorgung","Anlage 1 Segment INV Feld 11","alphanum.","11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","LEISTDAT","Leistungsdatum","Tag des Zugangs","Anlage 1 Segment REC Feld 4","alphanum.","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","BETR","Rechnungsbetrag","","Anlage 1 Segment REC Feld 5","numerisch","..11(,2)","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","PAUSCH","Pauschale","","Anlage 1 Segment REC Feld 10","numerisch","..8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","ZUZAHL","Zuzahlungsbetrag","","Anlage 1 Segment ZLG Feld 1","numerisch","1..6","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","FA","Fachabteilung","","Anlage 1 Segment RZA Feld 1","alphanum.","4","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","EINWEISPSEUDO","Pseudonym der einweisenden Person","Lebenslange Arztnummer oder KZV-Nummer der einweisenden Person; die zahnärztlichen Überweisungen werden mitbetrachtet.","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","EINWEISFG","Fachgruppe  der einweisenden Person","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","EINWEISPRUEF","Erfolg Reproduktion Prüfsumme zur verordnenden Person","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBOFALL","EINWEISPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur verordnenden Person","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBODIAG","FALLIDAMBO","Fall-ID des ambulanten Krankenhausfalls","Technische Fall-ID zur Verknüpfung mit Satzart AMBOFALL","Satzart AMBOFALL Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBODIAG","ICDAMBO","Behandlungsdiagnose, kodiert","Behandlungsdiagnose","Anlage 1 Segment BDG Feld 1 Diagnoseschlüssel","alphanum.","..9","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBODIAG","ICDLOKAL","Lokalisation Behandlungsdiagnose","Behandlungsdiagnose","Anlage 1 Segment BDG Feld 1 Lokalisation","alphabetisch","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBODIAG","ICDSICH","Diagnosesicherheit Behandlungsdiagnose","Behandlungsdiagnose","Anlage 1 Segment BDG Feld 1 Diagnosesicherheit","alphabetisch","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBODIAG","SEKICD","Sekundärdiagnose, kodiert","Sekundär-Diagnose","Anlage 1 Segment BDG Feld 2 Diagnoseschlüssel","alphanum.","..9","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBODIAG","SEKICDLOKAL","Lokalisation Sekundär-Diagnose","Sekundär-Diagnose","Anlage 1 Segment BDG Feld 2 Lokalisation","alphabetisch","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBODIAG","SEKICDSICH","Diagnosesicherheit Sekundär-Diagnose","Sekundär-Diagnose","Anlage 1 Segment BDG Feld 2 Diagnosesicherheit","alphabetisch","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBODIAG","DIAGART","Diagnoseart","","Anlage 1 Segment BDG Feld 3","alphabetisch","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","KH-ambulant (AMBO)","AMBODIAG","TEAMMGLPSEUDO","Pseudonym des Teammitglieds","Bei (neuen) Überweisungen nach §116b SGB V innerhalb eines ASV-Teams: Fachgruppennummer der überweisenden Krankenhausärztin oder des überweisenden Krankenhausarztes bzw. Pseudonym der überweisenden Vertragsärztin oder des überweisenden Vertragsarztes","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
